Date,City,City_ID,Housing_Price_Index
2005-01,Montréal CMA,2011S0503462,75.9
2005-02,Montréal CMA,2011S0503462,76.2
2005-03,Montréal CMA,2011S0503462,76.7
2005-04,Montréal CMA,2011S0503462,76.9
2005-05,Montréal CMA,2011S0503462,76.9
2005-06,Montréal CMA,2011S0503462,77.1
2005-07,Montréal CMA,2011S0503462,77.1
2005-08,Montréal CMA,2011S0503462,77.3
2005-09,Montréal CMA,2011S0503462,77.8
2005-10,Montréal CMA,2011S0503462,78.2
2005-11,Montréal CMA,2011S0503462,78.4
2005-12,Montréal CMA,2011S0503462,78.4
2006-01,Montréal CMA,2011S0503462,78.7
2006-02,Montréal CMA,2011S0503462,79.2
2006-03,Montréal CMA,2011S0503462,79.3
2006-04,Montréal CMA,2011S0503462,80.1
2006-05,Montréal CMA,2011S0503462,80.4
2006-06,Montréal CMA,2011S0503462,80.6
2006-07,Montréal CMA,2011S0503462,80.6
2006-08,Montréal CMA,2011S0503462,81
2006-09,Montréal CMA,2011S0503462,81.2
2006-10,Montréal CMA,2011S0503462,81.4
2006-11,Montréal CMA,2011S0503462,81.9
2006-12,Montréal CMA,2011S0503462,81.9
2007-01,Montréal CMA,2011S0503462,82.3
2007-02,Montréal CMA,2011S0503462,83.1
2007-03,Montréal CMA,2011S0503462,83.2
2007-04,Montréal CMA,2011S0503462,83.2
2007-05,Montréal CMA,2011S0503462,83.6
2007-06,Montréal CMA,2011S0503462,83.7
2007-07,Montréal CMA,2011S0503462,83.7
2007-08,Montréal CMA,2011S0503462,84.6
2007-09,Montréal CMA,2011S0503462,84.8
2007-10,Montréal CMA,2011S0503462,84.9
2007-11,Montréal CMA,2011S0503462,85.3
2007-12,Montréal CMA,2011S0503462,85.3
2008-01,Montréal CMA,2011S0503462,86
2008-02,Montréal CMA,2011S0503462,86.9
2008-03,Montréal CMA,2011S0503462,86.9
2008-04,Montréal CMA,2011S0503462,86.8
2008-05,Montréal CMA,2011S0503462,88.3
2008-06,Montréal CMA,2011S0503462,88.4
2008-07,Montréal CMA,2011S0503462,88.5
2008-08,Montréal CMA,2011S0503462,89
2008-09,Montréal CMA,2011S0503462,88.9
2008-10,Montréal CMA,2011S0503462,89
2008-11,Montréal CMA,2011S0503462,89.2
2008-12,Montréal CMA,2011S0503462,89.2
2009-01,Montréal CMA,2011S0503462,89.3
2009-02,Montréal CMA,2011S0503462,89.6
2009-03,Montréal CMA,2011S0503462,89.9
2009-04,Montréal CMA,2011S0503462,89.9
2009-05,Montréal CMA,2011S0503462,90
2009-06,Montréal CMA,2011S0503462,90.1
2009-07,Montréal CMA,2011S0503462,90.1
2009-08,Montréal CMA,2011S0503462,90.1
2009-09,Montréal CMA,2011S0503462,90.3
2009-10,Montréal CMA,2011S0503462,90.6
2009-11,Montréal CMA,2011S0503462,90.9
2009-12,Montréal CMA,2011S0503462,91.1
2010-01,Montréal CMA,2011S0503462,91.1
2010-02,Montréal CMA,2011S0503462,91.4
2010-03,Montréal CMA,2011S0503462,92.3
2010-04,Montréal CMA,2011S0503462,92.3
2010-05,Montréal CMA,2011S0503462,92.5
2010-06,Montréal CMA,2011S0503462,92.7
2010-07,Montréal CMA,2011S0503462,92.7
2010-08,Montréal CMA,2011S0503462,92.8
2010-09,Montréal CMA,2011S0503462,94.3
2010-10,Montréal CMA,2011S0503462,94.5
2010-11,Montréal CMA,2011S0503462,94.6
2010-12,Montréal CMA,2011S0503462,94.3
2011-01,Montréal CMA,2011S0503462,94.7
2011-02,Montréal CMA,2011S0503462,95
2011-03,Montréal CMA,2011S0503462,95.1
2011-04,Montréal CMA,2011S0503462,95.4
2011-05,Montréal CMA,2011S0503462,95.9
2011-06,Montréal CMA,2011S0503462,95.8
2011-07,Montréal CMA,2011S0503462,95.7
2011-08,Montréal CMA,2011S0503462,95.9
2011-09,Montréal CMA,2011S0503462,95.9
2011-10,Montréal CMA,2011S0503462,95.9
2011-11,Montréal CMA,2011S0503462,96.3
2011-12,Montréal CMA,2011S0503462,96.5
2012-01,Montréal CMA,2011S0503462,96.5
2012-02,Montréal CMA,2011S0503462,96.6
2012-03,Montréal CMA,2011S0503462,96.7
2012-04,Montréal CMA,2011S0503462,96.7
2012-05,Montréal CMA,2011S0503462,96.8
2012-06,Montréal CMA,2011S0503462,96.9
2012-07,Montréal CMA,2011S0503462,97
2012-08,Montréal CMA,2011S0503462,97
2012-09,Montréal CMA,2011S0503462,97
2012-10,Montréal CMA,2011S0503462,97.4
2012-11,Montréal CMA,2011S0503462,97.6
2012-12,Montréal CMA,2011S0503462,97.6
2013-01,Montréal CMA,2011S0503462,97.6
2013-02,Montréal CMA,2011S0503462,97.7
2013-03,Montréal CMA,2011S0503462,97.7
2013-04,Montréal CMA,2011S0503462,97.6
2013-05,Montréal CMA,2011S0503462,97.9
2013-06,Montréal CMA,2011S0503462,98
2013-07,Montréal CMA,2011S0503462,97.9
2013-08,Montréal CMA,2011S0503462,98.1
2013-09,Montréal CMA,2011S0503462,98.1
2013-10,Montréal CMA,2011S0503462,98.1
2013-11,Montréal CMA,2011S0503462,98.2
2013-12,Montréal CMA,2011S0503462,98.2
2014-01,Montréal CMA,2011S0503462,98.3
2014-02,Montréal CMA,2011S0503462,98.3
2014-03,Montréal CMA,2011S0503462,98.3
2014-04,Montréal CMA,2011S0503462,98.4
2014-05,Montréal CMA,2011S0503462,98.5
2014-06,Montréal CMA,2011S0503462,98.3
2014-07,Montréal CMA,2011S0503462,98.4
2014-08,Montréal CMA,2011S0503462,98.4
2014-09,Montréal CMA,2011S0503462,98.2
2014-10,Montréal CMA,2011S0503462,98.2
2014-11,Montréal CMA,2011S0503462,98.2
2014-12,Montréal CMA,2011S0503462,98.1
2015-01,Montréal CMA,2011S0503462,98.2
2015-02,Montréal CMA,2011S0503462,98.5
2015-03,Montréal CMA,2011S0503462,98.5
2015-04,Montréal CMA,2011S0503462,98.4
2015-05,Montréal CMA,2011S0503462,98.3
2015-06,Montréal CMA,2011S0503462,98.3
2015-07,Montréal CMA,2011S0503462,98.5
2015-08,Montréal CMA,2011S0503462,98.6
2015-09,Montréal CMA,2011S0503462,98.8
2015-10,Montréal CMA,2011S0503462,98.8
2015-11,Montréal CMA,2011S0503462,99.3
2015-12,Montréal CMA,2011S0503462,99.2
2016-01,Montréal CMA,2011S0503462,99.2
2016-02,Montréal CMA,2011S0503462,99.4
2016-03,Montréal CMA,2011S0503462,99.4
2016-04,Montréal CMA,2011S0503462,99.5
2016-05,Montréal CMA,2011S0503462,99.5
2016-06,Montréal CMA,2011S0503462,99.5
2016-07,Montréal CMA,2011S0503462,99.5
2016-08,Montréal CMA,2011S0503462,99.5
2016-09,Montréal CMA,2011S0503462,100
2016-10,Montréal CMA,2011S0503462,100
2016-11,Montréal CMA,2011S0503462,99.9
2016-12,Montréal CMA,2011S0503462,100
2017-01,Montréal CMA,2011S0503462,100.2
2017-02,Montréal CMA,2011S0503462,100.4
2017-03,Montréal CMA,2011S0503462,100.4
2017-04,Montréal CMA,2011S0503462,100.5
2017-05,Montréal CMA,2011S0503462,100.6
2017-06,Montréal CMA,2011S0503462,100.6
2017-07,Montréal CMA,2011S0503462,100.9
2017-08,Montréal CMA,2011S0503462,100.9
2017-09,Montréal CMA,2011S0503462,101.1
2017-10,Montréal CMA,2011S0503462,101.3
2017-11,Montréal CMA,2011S0503462,101.3
2017-12,Montréal CMA,2011S0503462,101.3
2018-01,Montréal CMA,2011S0503462,101.8
2018-02,Montréal CMA,2011S0503462,102.4
2018-03,Montréal CMA,2011S0503462,102.4
2018-04,Montréal CMA,2011S0503462,102.4
2018-05,Montréal CMA,2011S0503462,102.5
2018-06,Montréal CMA,2011S0503462,103.5
2018-07,Montréal CMA,2011S0503462,103.6
2018-08,Montréal CMA,2011S0503462,104
2018-09,Montréal CMA,2011S0503462,104.1
2018-10,Montréal CMA,2011S0503462,104.3
2018-11,Montréal CMA,2011S0503462,104.7
2018-12,Montréal CMA,2011S0503462,104.7
2019-01,Montréal CMA,2011S0503462,104.8
2019-02,Montréal CMA,2011S0503462,104.9
2019-03,Montréal CMA,2011S0503462,104.9
2019-04,Montréal CMA,2011S0503462,105
2019-05,Montréal CMA,2011S0503462,105.3
2019-06,Montréal CMA,2011S0503462,105.6
2019-07,Montréal CMA,2011S0503462,107.3
2019-08,Montréal CMA,2011S0503462,108.5
2019-09,Montréal CMA,2011S0503462,109.2
2019-10,Montréal CMA,2011S0503462,110.1
2019-11,Montréal CMA,2011S0503462,111.3
2019-12,Montréal CMA,2011S0503462,111.6
2020-01,Montréal CMA,2011S0503462,111.9
2020-02,Montréal CMA,2011S0503462,112.8
2020-03,Montréal CMA,2011S0503462,113.6
2020-04,Montréal CMA,2011S0503462,113.8
2020-05,Montréal CMA,2011S0503462,113.8
2020-06,Montréal CMA,2011S0503462,114.2
2020-07,Montréal CMA,2011S0503462,114.8
2020-08,Montréal CMA,2011S0503462,115.5
2020-09,Montréal CMA,2011S0503462,116.5
2020-10,Montréal CMA,2011S0503462,119.7
2020-11,Montréal CMA,2011S0503462,121.3
2020-12,Montréal CMA,2011S0503462,122
2021-01,Montréal CMA,2011S0503462,122.1
2021-02,Montréal CMA,2011S0503462,123
2021-03,Montréal CMA,2011S0503462,124.7
2021-04,Montréal CMA,2011S0503462,133.9
2021-05,Montréal CMA,2011S0503462,135.8
2021-06,Montréal CMA,2011S0503462,136.9
2021-07,Montréal CMA,2011S0503462,137.8
2021-08,Montréal CMA,2011S0503462,139.6
2021-09,Montréal CMA,2011S0503462,142
2021-10,Montréal CMA,2011S0503462,142.3
2021-11,Montréal CMA,2011S0503462,143.8
2021-12,Montréal CMA,2011S0503462,144.4
2022-01,Montréal CMA,2011S0503462,144.4
2022-02,Montréal CMA,2011S0503462,146.3
2022-03,Montréal CMA,2011S0503462,151
2022-04,Montréal CMA,2011S0503462,150.4
2022-05,Montréal CMA,2011S0503462,151.9
2022-06,Montréal CMA,2011S0503462,151.7
2022-07,Montréal CMA,2011S0503462,151.5
2022-08,Montréal CMA,2011S0503462,151.5
2022-09,Montréal CMA,2011S0503462,151.4
2022-10,Montréal CMA,2011S0503462,152
2022-11,Montréal CMA,2011S0503462,151.3
2022-12,Montréal CMA,2011S0503462,151.7
2023-01,Montréal CMA,2011S0503462,151.7
2023-02,Montréal CMA,2011S0503462,151.7
2023-03,Montréal CMA,2011S0503462,151.7
2023-04,Montréal CMA,2011S0503462,152.5
2023-05,Montréal CMA,2011S0503462,152.5
2023-06,Montréal CMA,2011S0503462,151.9
2023-07,Montréal CMA,2011S0503462,151.9
2023-08,Montréal CMA,2011S0503462,151.9
2023-09,Montréal CMA,2011S0503462,150.9
2023-10,Montréal CMA,2011S0503462,151
2023-11,Montréal CMA,2011S0503462,151
2023-12,Montréal CMA,2011S0503462,151
2024-01,Montréal CMA,2011S0503462,150.6
2024-02,Montréal CMA,2011S0503462,151.2
2024-03,Montréal CMA,2011S0503462,151.8
2024-04,Montréal CMA,2011S0503462,151.7
2024-05,Montréal CMA,2011S0503462,152.2
2024-06,Montréal CMA,2011S0503462,151.6
2024-07,Montréal CMA,2011S0503462,152
2024-08,Montréal CMA,2011S0503462,151.9
2024-09,Montréal CMA,2011S0503462,152.5
2024-10,Montréal CMA,2011S0503462,152.6
2024-11,Montréal CMA,2011S0503462,153
2024-12,Montréal CMA,2011S0503462,153.2
2025-01,Montréal CMA,2011S0503462,153.3
2025-02,Montréal CMA,2011S0503462,153.3
2025-03,Montréal CMA,2011S0503462,153.9
2025-04,Montréal CMA,2011S0503462,154.1
2025-05,Montréal CMA,2011S0503462,154
2025-06,Montréal CMA,2011S0503462,153.9
2025-07,Montréal CMA,2011S0503462,154.2
2025-08,Montréal CMA,2011S0503462,155
2025-09,Montréal CMA,2011S0503462,157.6
2025-10,Montréal CMA,2011S0503462,158
2025-11,Montréal CMA,2011S0503462,158.2
2025-12,Montréal CMA,2011S0503462,158.4
2026-01,Montréal CMA,2011S0503462,158.8
2026-02,Montréal CMA,2011S0503462,158.8
2026-03,Montréal CMA,2011S0503462,159
2026-04,Montréal CMA,2011S0503462,159.4
2005-01,Ottawa-Gatineau CMA,2011S050335505,81.7
2005-02,Ottawa-Gatineau CMA,2011S050335505,81.8
2005-03,Ottawa-Gatineau CMA,2011S050335505,82
2005-04,Ottawa-Gatineau CMA,2011S050335505,82
2005-05,Ottawa-Gatineau CMA,2011S050335505,82.4
2005-06,Ottawa-Gatineau CMA,2011S050335505,82.6
2005-07,Ottawa-Gatineau CMA,2011S050335505,83.4
2005-08,Ottawa-Gatineau CMA,2011S050335505,83.4
2005-09,Ottawa-Gatineau CMA,2011S050335505,83.7
2005-10,Ottawa-Gatineau CMA,2011S050335505,84.4
2005-11,Ottawa-Gatineau CMA,2011S050335505,84
2005-12,Ottawa-Gatineau CMA,2011S050335505,84
2006-01,Ottawa-Gatineau CMA,2011S050335505,84.2
2006-02,Ottawa-Gatineau CMA,2011S050335505,84.3
2006-03,Ottawa-Gatineau CMA,2011S050335505,84.3
2006-04,Ottawa-Gatineau CMA,2011S050335505,84.6
2006-05,Ottawa-Gatineau CMA,2011S050335505,85.1
2006-06,Ottawa-Gatineau CMA,2011S050335505,85.1
2006-07,Ottawa-Gatineau CMA,2011S050335505,85.8
2006-08,Ottawa-Gatineau CMA,2011S050335505,86.3
2006-09,Ottawa-Gatineau CMA,2011S050335505,86.4
2006-10,Ottawa-Gatineau CMA,2011S050335505,86.5
2006-11,Ottawa-Gatineau CMA,2011S050335505,86.8
2006-12,Ottawa-Gatineau CMA,2011S050335505,86.8
2007-01,Ottawa-Gatineau CMA,2011S050335505,86.6
2007-02,Ottawa-Gatineau CMA,2011S050335505,86.6
2007-03,Ottawa-Gatineau CMA,2011S050335505,86.8
2007-04,Ottawa-Gatineau CMA,2011S050335505,86.8
2007-05,Ottawa-Gatineau CMA,2011S050335505,86.9
2007-06,Ottawa-Gatineau CMA,2011S050335505,87
2007-07,Ottawa-Gatineau CMA,2011S050335505,87
2007-08,Ottawa-Gatineau CMA,2011S050335505,87.2
2007-09,Ottawa-Gatineau CMA,2011S050335505,87.3
2007-10,Ottawa-Gatineau CMA,2011S050335505,87.3
2007-11,Ottawa-Gatineau CMA,2011S050335505,87.3
2007-12,Ottawa-Gatineau CMA,2011S050335505,87.3
2008-01,Ottawa-Gatineau CMA,2011S050335505,88.4
2008-02,Ottawa-Gatineau CMA,2011S050335505,89.5
2008-03,Ottawa-Gatineau CMA,2011S050335505,89.5
2008-04,Ottawa-Gatineau CMA,2011S050335505,89.5
2008-05,Ottawa-Gatineau CMA,2011S050335505,90
2008-06,Ottawa-Gatineau CMA,2011S050335505,90.8
2008-07,Ottawa-Gatineau CMA,2011S050335505,90.8
2008-08,Ottawa-Gatineau CMA,2011S050335505,90.8
2008-09,Ottawa-Gatineau CMA,2011S050335505,91
2008-10,Ottawa-Gatineau CMA,2011S050335505,91.1
2008-11,Ottawa-Gatineau CMA,2011S050335505,91.1
2008-12,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-01,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-02,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-03,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-04,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-05,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-06,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-07,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-08,Ottawa-Gatineau CMA,2011S050335505,91.3
2009-09,Ottawa-Gatineau CMA,2011S050335505,92.2
2009-10,Ottawa-Gatineau CMA,2011S050335505,92.2
2009-11,Ottawa-Gatineau CMA,2011S050335505,92.2
2009-12,Ottawa-Gatineau CMA,2011S050335505,93
2010-01,Ottawa-Gatineau CMA,2011S050335505,93.3
2010-02,Ottawa-Gatineau CMA,2011S050335505,94
2010-03,Ottawa-Gatineau CMA,2011S050335505,94.3
2010-04,Ottawa-Gatineau CMA,2011S050335505,94.9
2010-05,Ottawa-Gatineau CMA,2011S050335505,95.1
2010-06,Ottawa-Gatineau CMA,2011S050335505,95.6
2010-07,Ottawa-Gatineau CMA,2011S050335505,95.6
2010-08,Ottawa-Gatineau CMA,2011S050335505,95.5
2010-09,Ottawa-Gatineau CMA,2011S050335505,95.5
2010-10,Ottawa-Gatineau CMA,2011S050335505,95.6
2010-11,Ottawa-Gatineau CMA,2011S050335505,97.2
2010-12,Ottawa-Gatineau CMA,2011S050335505,97.2
2011-01,Ottawa-Gatineau CMA,2011S050335505,97.2
2011-02,Ottawa-Gatineau CMA,2011S050335505,97
2011-03,Ottawa-Gatineau CMA,2011S050335505,97.1
2011-04,Ottawa-Gatineau CMA,2011S050335505,98.5
2011-05,Ottawa-Gatineau CMA,2011S050335505,97.7
2011-06,Ottawa-Gatineau CMA,2011S050335505,98
2011-07,Ottawa-Gatineau CMA,2011S050335505,98.1
2011-08,Ottawa-Gatineau CMA,2011S050335505,98.6
2011-09,Ottawa-Gatineau CMA,2011S050335505,98.8
2011-10,Ottawa-Gatineau CMA,2011S050335505,98.9
2011-11,Ottawa-Gatineau CMA,2011S050335505,98.9
2011-12,Ottawa-Gatineau CMA,2011S050335505,99
2012-01,Ottawa-Gatineau CMA,2011S050335505,99.3
2012-02,Ottawa-Gatineau CMA,2011S050335505,99.6
2012-03,Ottawa-Gatineau CMA,2011S050335505,100.1
2012-04,Ottawa-Gatineau CMA,2011S050335505,100.1
2012-05,Ottawa-Gatineau CMA,2011S050335505,100.4
2012-06,Ottawa-Gatineau CMA,2011S050335505,100.9
2012-07,Ottawa-Gatineau CMA,2011S050335505,101
2012-08,Ottawa-Gatineau CMA,2011S050335505,101.2
2012-09,Ottawa-Gatineau CMA,2011S050335505,101.1
2012-10,Ottawa-Gatineau CMA,2011S050335505,101.3
2012-11,Ottawa-Gatineau CMA,2011S050335505,101.7
2012-12,Ottawa-Gatineau CMA,2011S050335505,101.7
2013-01,Ottawa-Gatineau CMA,2011S050335505,101.5
2013-02,Ottawa-Gatineau CMA,2011S050335505,101.3
2013-03,Ottawa-Gatineau CMA,2011S050335505,101.4
2013-04,Ottawa-Gatineau CMA,2011S050335505,101.5
2013-05,Ottawa-Gatineau CMA,2011S050335505,101.2
2013-06,Ottawa-Gatineau CMA,2011S050335505,101.3
2013-07,Ottawa-Gatineau CMA,2011S050335505,101.1
2013-08,Ottawa-Gatineau CMA,2011S050335505,101
2013-09,Ottawa-Gatineau CMA,2011S050335505,100.8
2013-10,Ottawa-Gatineau CMA,2011S050335505,100.8
2013-11,Ottawa-Gatineau CMA,2011S050335505,100.4
2013-12,Ottawa-Gatineau CMA,2011S050335505,100.5
2014-01,Ottawa-Gatineau CMA,2011S050335505,100.4
2014-02,Ottawa-Gatineau CMA,2011S050335505,100.4
2014-03,Ottawa-Gatineau CMA,2011S050335505,100.3
2014-04,Ottawa-Gatineau CMA,2011S050335505,100.1
2014-05,Ottawa-Gatineau CMA,2011S050335505,100
2014-06,Ottawa-Gatineau CMA,2011S050335505,99.9
2014-07,Ottawa-Gatineau CMA,2011S050335505,99.8
2014-08,Ottawa-Gatineau CMA,2011S050335505,99.8
2014-09,Ottawa-Gatineau CMA,2011S050335505,99.8
2014-10,Ottawa-Gatineau CMA,2011S050335505,99.6
2014-11,Ottawa-Gatineau CMA,2011S050335505,99.5
2014-12,Ottawa-Gatineau CMA,2011S050335505,99.3
2015-01,Ottawa-Gatineau CMA,2011S050335505,99
2015-02,Ottawa-Gatineau CMA,2011S050335505,99.1
2015-03,Ottawa-Gatineau CMA,2011S050335505,98.9
2015-04,Ottawa-Gatineau CMA,2011S050335505,98.9
2015-05,Ottawa-Gatineau CMA,2011S050335505,98.9
2015-06,Ottawa-Gatineau CMA,2011S050335505,98.8
2015-07,Ottawa-Gatineau CMA,2011S050335505,98.8
2015-08,Ottawa-Gatineau CMA,2011S050335505,98.8
2015-09,Ottawa-Gatineau CMA,2011S050335505,99.1
2015-10,Ottawa-Gatineau CMA,2011S050335505,99.1
2015-11,Ottawa-Gatineau CMA,2011S050335505,98.9
2015-12,Ottawa-Gatineau CMA,2011S050335505,99
2016-01,Ottawa-Gatineau CMA,2011S050335505,99
2016-02,Ottawa-Gatineau CMA,2011S050335505,99
2016-03,Ottawa-Gatineau CMA,2011S050335505,98.8
2016-04,Ottawa-Gatineau CMA,2011S050335505,98.8
2016-05,Ottawa-Gatineau CMA,2011S050335505,99
2016-06,Ottawa-Gatineau CMA,2011S050335505,99.2
2016-07,Ottawa-Gatineau CMA,2011S050335505,99.2
2016-08,Ottawa-Gatineau CMA,2011S050335505,99.2
2016-09,Ottawa-Gatineau CMA,2011S050335505,99.3
2016-10,Ottawa-Gatineau CMA,2011S050335505,99.5
2016-11,Ottawa-Gatineau CMA,2011S050335505,99.7
2016-12,Ottawa-Gatineau CMA,2011S050335505,100
2017-01,Ottawa-Gatineau CMA,2011S050335505,100.1
2017-02,Ottawa-Gatineau CMA,2011S050335505,100.2
2017-03,Ottawa-Gatineau CMA,2011S050335505,100.8
2017-04,Ottawa-Gatineau CMA,2011S050335505,101.1
2017-05,Ottawa-Gatineau CMA,2011S050335505,101.5
2017-06,Ottawa-Gatineau CMA,2011S050335505,102.4
2017-07,Ottawa-Gatineau CMA,2011S050335505,102.7
2017-08,Ottawa-Gatineau CMA,2011S050335505,103.1
2017-09,Ottawa-Gatineau CMA,2011S050335505,103.1
2017-10,Ottawa-Gatineau CMA,2011S050335505,104.1
2017-11,Ottawa-Gatineau CMA,2011S050335505,104.6
